antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,cluster
frozenset({'100% Raw Coconut Water'}),frozenset({'Bag of Organic Bananas'}),0.0196,0.1878,0.0055,0.28061224489795916,1.4942079068048943,1.0,0.00181912,1.1290156028368794,0.33736137383628206,0.027241208519068846,0.1142726482368372,0.15494935993566755,4
frozenset({'100% Whole Wheat Bread'}),frozenset({'Bag of Organic Bananas'}),0.0366,0.1878,0.01,0.273224043715847,1.4548671124379502,1.0,0.0031265200000000007,1.1175383458646617,0.32452979032592905,0.04664179104477612,0.10517611883261145,0.163236090015538,4
frozenset({'100% Whole Wheat Bread'}),frozenset({'Banana'}),0.0366,0.2041,0.008,0.2185792349726776,1.0709418665981263,1.0,0.0005299399999999996,1.0185293706293708,0.0687590824164417,0.034379028792436615,0.018192279146472652,0.1288878536450845,4
frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Hass Avocado'}),0.0366,0.1316,0.0065,0.17759562841530052,1.3495108542196088,1.0,0.0016834399999999996,1.0559282392026579,0.2688299452260423,0.04019789734075448,0.052965947046638095,0.1134938628398691,4
frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Strawberries'}),0.0366,0.1495,0.0095,0.25956284153005466,1.7362062978598973,1.0,0.0040283,1.1486457564575645,0.4401407296526556,0.053793884484711216,0.12940957263968803,0.16155399601586345,4
frozenset({'2% Reduced Fat Milk'}),frozenset({'Banana'}),0.0143,0.2041,0.0062,0.43356643356643354,2.1242843388850248,1.0,0.0032813699999999996,1.4051074074074075,0.5369313440260237,0.029217719132893494,0.2883106339570719,0.2319718498062447,4
frozenset({'Apple Honeycrisp Organic'}),frozenset({'Bag of Organic Bananas'}),0.0547,0.1878,0.0178,0.32541133455210236,1.7327547100750924,1.0,0.00752734,1.2039929539295393,0.447354564331875,0.07921673342234091,0.1694303552722265,0.21009650859660495,4
frozenset({'Apple Honeycrisp Organic'}),frozenset({'Banana'}),0.0547,0.2041,0.0126,0.2303473491773309,1.1286004369295977,1.0,0.0014357299999999996,1.0341028503562946,0.1205403844248655,0.051177904142973185,0.03297819974535859,0.14604089653868996,4
frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Hass Avocado'}),0.0547,0.1316,0.0148,0.27056672760511885,2.0559781732911766,1.0,0.007601480000000001,1.1905132832080203,0.5433338765614234,0.08629737609329448,0.16002617181612028,0.19151436684207312,4
frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Raspberries'}),0.0547,0.0887,0.011,0.20109689213893966,2.267157746774968,1.0,0.006148109999999999,1.1406890160183065,0.5912610715213064,0.08308157099697885,0.12333687275204616,0.1625552104437652,4
frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Strawberries'}),0.0547,0.1495,0.0123,0.22486288848263256,1.5040995885125925,1.0,0.00412235,1.0972252358490566,0.3545439611806464,0.06409588327253779,0.08861009815712236,0.15356856798713567,4
frozenset({'Asparagus'}),frozenset({'Bag of Organic Bananas'}),0.0268,0.1878,0.0057,0.2126865671641791,1.132516332077631,1.0,0.0006669600000000003,1.031609478672986,0.12023276440175659,0.027285782671134517,0.030640934701033136,0.12151900243192981,4
frozenset({'Asparagus'}),frozenset({'Banana'}),0.0268,0.2041,0.008,0.29850746268656714,1.4625549372198292,1.0,0.0025301200000000003,1.1345808510638298,0.3249743115495274,0.035890533871691346,0.11861724172203433,0.16885196750202927,4
