antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,cluster
frozenset({'Apple Honeycrisp Organic'}),frozenset({'Bag of Organic Bananas'}),0.0228,0.1181,0.0063,0.2763157894736842,2.3396764561700607,1.0,0.0036073200000000002,1.2186254545454545,0.5859501393680682,0.046805349182763745,0.17940332177535342,0.1648302063371808,0
frozenset({'Organic Baby Carrots'}),frozenset({'Bag of Organic Bananas'}),0.0233,0.1181,0.005,0.2145922746781116,1.8170387356317663,1.0,0.00224827,1.1228562841530054,0.4603808743728883,0.036656891495601175,0.10941407719481981,0.12846463860916588,0
frozenset({'Organic Baby Spinach'}),frozenset({'Bag of Organic Bananas'}),0.0658,0.1181,0.0129,0.196048632218845,1.6600222880511855,1.0,0.005129020000000001,1.0969568998109642,0.4256031359584705,0.07543859649122807,0.08838715525438826,0.1526390493863065,0
frozenset({'Organic Blueberries'}),frozenset({'Bag of Organic Bananas'}),0.0303,0.1181,0.0069,0.2277227722772277,1.928219917673393,1.0,0.00332157,1.141947435897436,0.49642874757320726,0.04876325088339222,0.12430295076224936,0.14307391789136575,0
frozenset({'Organic Cucumber'}),frozenset({'Bag of Organic Bananas'}),0.0223,0.1181,0.0061,0.273542600896861,2.3161947578057664,1.0,0.0034663700000000003,1.2139734567901235,0.5812185507304698,0.04542069992553984,0.17625876051350609,0.1625968719979648,0
frozenset({'Organic Garlic'}),frozenset({'Bag of Organic Bananas'}),0.0344,0.1181,0.0064,0.18604651162790697,1.5753303270779593,1.0,0.00233736,1.0834771428571428,0.3782233844241922,0.04380561259411362,0.0770455965845413,0.12011893743969439,0
frozenset({'Organic Hass Avocado'}),frozenset({'Bag of Organic Bananas'}),0.0588,0.1181,0.0158,0.2687074829931973,2.2752538780118314,1.0,0.008855720000000001,1.205946976744186,0.5955042579631712,0.09807572936064557,0.17077614581380804,0.2012462055101465,0
frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Bag of Organic Bananas'}),0.0213,0.1181,0.007,0.3286384976525822,2.7827137819863013,1.0,0.004484470000000001,1.313599300699301,0.6545811499219082,0.05287009063444109,0.2387328468676519,0.1939551506044452,0
frozenset({'Organic Lemon'}),frozenset({'Bag of Organic Bananas'}),0.029,0.1181,0.0071,0.24482758620689654,2.0730532278314695,1.0,0.0036751,1.1678127853881277,0.5330790095879085,0.05071428571428571,0.14369836286075127,0.15247306490700457,0
frozenset({'Organic Raspberries'}),frozenset({'Bag of Organic Bananas'}),0.0406,0.1181,0.0114,0.2807881773399015,2.3775459554606395,1.0,0.006605140000000001,1.2262034246575342,0.6039172874859653,0.07739307535641547,0.18447463129595368,0.18865827156580173,0
frozenset({'Organic Strawberries'}),frozenset({'Bag of Organic Bananas'}),0.0717,0.1181,0.0168,0.23430962343096232,1.983993424478936,1.0,0.00833223,1.151771038251366,0.5342734799402903,0.09710982658959538,0.13177188278825527,0.188280975983051,0
frozenset({'Organic Whole Milk'}),frozenset({'Bag of Organic Bananas'}),0.0373,0.1181,0.0069,0.18498659517426272,1.5663555899598876,1.0,0.0024948699999999997,1.0820680921052632,0.37558467052959443,0.046464646464646465,0.07584374098453647,0.12170582933988326,0
frozenset({'Organic Yellow Onion'}),frozenset({'Bag of Organic Bananas'}),0.0329,0.1181,0.0064,0.19452887537993924,1.6471538982213314,1.0,0.0025145100000000006,1.0948871698113207,0.406258078275256,0.04426002766251729,0.08666387955543627,0.12436011931571052,0
frozenset({'Organic Zucchini'}),frozenset({'Bag of Organic Bananas'}),0.0333,0.1181,0.0068,0.20420420420420418,1.7290787824234055,1.0,0.002867269999999999,1.1081988679245283,0.436182220897048,0.04702627939142461,0.09763488400522076,0.1308912638294518,0
frozenset({'Cucumber Kirby'}),frozenset({'Banana'}),0.0332,0.1412,0.0086,0.25903614457831325,1.834533601829414,1.0,0.0039121600000000005,1.1590308943089431,0.4705237128479473,0.05186972255729795,0.13721022889882772,0.1599713300795249,0
frozenset({'Honeycrisp Apple'}),frozenset({'Banana'}),0.0269,0.1412,0.0088,0.3271375464684015,2.3168381477932116,1.0,0.005001720000000001,1.2763381215469611,0.5840892742033428,0.055241682360326436,0.21650855434140834,0.19473024632201943,0
frozenset({'Large Lemon'}),frozenset({'Banana'}),0.0466,0.1412,0.011,0.23605150214592271,1.6717528480589428,1.0,0.004420079999999999,1.1241595505617978,0.42146575891069277,0.06221719457013575,0.11044655582897382,0.15697759243273474,0
frozenset({'Limes'}),frozenset({'Banana'}),0.0437,0.1412,0.0089,0.20366132723112126,1.4423606744413688,1.0,0.00272956,1.0784356321839081,0.3207070321357949,0.05056818181818181,0.07273093529473833,0.13334624435210454,0
frozenset({'Organic Avocado'}),frozenset({'Banana'}),0.0552,0.1412,0.0141,0.2554347826086957,1.8090282054440205,1.0,0.0063057600000000005,1.1534248175182482,0.47334570414542315,0.07734503565551289,0.13301674733196983,0.1776465697746028,0
frozenset({'Organic Baby Spinach'}),frozenset({'Banana'}),0.0658,0.1412,0.0115,0.17477203647416414,1.2377622979756668,1.0,0.0022090400000000007,1.0406821362799263,0.20562024703768866,0.05882352941176471,0.039091798409599615,0.1281083978404815,0
frozenset({'Organic Blueberries'}),frozenset({'Banana'}),0.0303,0.1412,0.0056,0.1848184818481848,1.3089127609644817,1.0,0.0013216399999999998,1.0535076923076923,0.24338160550391136,0.03375527426160338,0.050790034755687954,0.1122392692527043,0
frozenset({'Organic Fuji Apple'}),frozenset({'Banana'}),0.0268,0.1412,0.0097,0.3619402985074627,2.563316561667583,1.0,0.00591584,1.3459555555555556,0.626675310697836,0.06127605811749842,0.2570334169858671,0.21531859118007696,0
frozenset({'Organic Garlic'}),frozenset({'Banana'}),0.0344,0.1412,0.0053,0.15406976744186046,1.09114566176955,1.0,0.0004427200000000006,1.0152137457044674,0.08650794891435193,0.031121550205519675,0.014985756220144933,0.09580258910336649,0
frozenset({'Organic Raspberries'}),frozenset({'Banana'}),0.0406,0.1412,0.0062,0.15270935960591134,1.0815110453676442,1.0,0.00046728000000000047,1.0135837209302325,0.07855716274284338,0.035307517084282466,0.013401676299384426,0.09830935402391884,0
frozenset({'Organic Strawberries'}),frozenset({'Banana'}),0.0717,0.1412,0.0115,0.1603905160390516,1.1359101702482408,1.0,0.0013759600000000007,1.0228564784053156,0.12889011704424644,0.05710029791459782,0.02234573362721427,0.12091763762292523,0
frozenset({'Organic Whole Milk'}),frozenset({'Banana'}),0.0373,0.1412,0.0063,0.16890080428954424,1.196181333495356,1.0,0.0010332400000000004,1.0333303225806452,0.17036080731936146,0.03658536585365854,0.03225524486439712,0.10675918401446051,0
frozenset({'Organic Zucchini'}),frozenset({'Banana'}),0.0333,0.1412,0.0063,0.18918918918918917,1.3398667789602634,1.0,0.0015980400000000002,1.0591866666666667,0.2623948927869483,0.037455410225921526,0.0558793539697126,0.11690337646428298,0
frozenset({'Seedless Red Grapes'}),frozenset({'Banana'}),0.0257,0.1412,0.0075,0.29182879377431903,2.066776159874781,1.0,0.00387116,1.212701098901099,0.5297697492216634,0.04705144291091594,0.1753944967097334,0.17247247054155046,0
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Banana'}),0.0222,0.1412,0.0054,0.24324324324324326,1.722685858663196,1.0,0.00226536,1.134842857142857,0.42903570373400607,0.03417721518987342,0.1188207303717318,0.1407434346527831,0
frozenset({'Strawberries'}),frozenset({'Banana'}),0.0403,0.1412,0.0093,0.23076923076923073,1.634342994116365,1.0,0.003609639999999999,1.1164399999999999,0.4044319405369733,0.05400696864111498,0.10429579735588115,0.1483166267160601,0
frozenset({'Yellow Onions'}),frozenset({'Banana'}),0.0235,0.1412,0.0057,0.24255319148936172,1.7177988065818819,1.0,0.0023818000000000003,1.133808988764045,0.4279156673044619,0.03584905660377359,0.11801722343894007,0.14146073172201798,0
frozenset({'Large Lemon'}),frozenset({'Limes'}),0.0466,0.0437,0.0077,0.16523605150214593,3.7811453432985336,1.0,0.00566358,1.1455933161953729,0.7714808790957312,0.09322033898305085,0.12708987922424544,0.1707187122499288,0
frozenset({'Limes'}),frozenset({'Large Lemon'}),0.0437,0.0466,0.0077,0.17620137299771166,3.781145343298533,1.0,0.00566358,1.1573216666666666,0.7691413469934854,0.09322033898305085,0.13593599013814942,0.1707187122499288,0
frozenset({'Large Lemon'}),frozenset({'Organic Avocado'}),0.0466,0.0552,0.008,0.17167381974248927,3.1100329663494435,1.0,0.005427680000000001,1.1406134715025906,0.7116215649255297,0.08528784648187634,0.12327881005767281,0.15830067798718667,0
frozenset({'Large Lemon'}),frozenset({'Organic Baby Spinach'}),0.0466,0.0658,0.0073,0.15665236051502146,2.380734962234369,1.0,0.00423372,1.107728244274809,0.6083088355733337,0.06945765937202664,0.09725150986407778,0.13379730487757152,0
frozenset({'Organic Cilantro'}),frozenset({'Limes'}),0.0227,0.0437,0.0074,0.32599118942731276,7.459752618473976,1.0,0.0064080100000000004,1.418824183006536,0.8860608792564181,0.12542372881355934,0.295191037778221,0.24766378693333602,0
